FullGeoName,FIPS Codes,County Name,State,Outbreak Date,Flock Type,Flock Size,State Count,Outbreaks,Counties
"ND, Kidder",38043,Kidder,North Dakota,03-29-2022,WOAH Poultry,30,0,1,1
"MN, Lac Qui Parle",27073,Lac Qui Parle,Minnesota,03-29-2022,Commercial Turkey Meat Bird,22500,0,1,1
"NY, Monroe",36055,Monroe,New York,03-29-2022,WOAH Poultry; WOAH Non-Poultry,420,0,2,1
"OH, Franklin",39049,Franklin,Ohio,03-29-2022,WOAH Non-Poultry,18,0,2,1
"ME, Knox",23013,Knox,Maine,03-29-2022,WOAH Non-Poultry,230,0,5,1
"MA, Berkshire",25003,Berkshire,Massachusetts,03-29-2022,WOAH Non-Poultry,260,0,1,1
"IN, Kosciusko",18085,Kosciusko,Indiana,03-28-2025,Commercial Table Egg Pullets,21600,0,1,1
"MD, Montgomery",24031,Montgomery,Maryland,03-28-2025,WOAH Non-Poultry,20,0,2,1
"NC, Guilford",37081,Guilford,North Carolina,03-28-2024,WOAH Non-Poultry,80,0,1,1
"CO, Yuma",08125,Yuma,Colorado,03-28-2023,WOAH Poultry,310,0,1,1
"MN, Mower",27099,Mower,Minnesota,03-26-2022,WOAH Non-Poultry,20,0,1,1
"MO, Gentry",29075,Gentry,Missouri,03-26-2022,WOAH Non-Poultry,140,0,1,1
"NE, Holt",31089,Holt,Nebraska,03-26-2022,WOAH Non-Poultry,50,0,1,1
"NY, Suffolk",36103,Suffolk,New York,03-25-2022,WOAH Poultry; Commercial Upland Gamebird Producer; WOAH Non-Poultry; Commercial Duck Meat Bird,109811,0,6,1
"IA, Franklin",19069,Franklin,Iowa,03-25-2022,Commercial Table Egg Pullets,250200,0,1,1
"CO, Arapahoe",08005,Arapahoe,Colorado,03-24-2023,WOAH Non-Poultry,30,0,2,1
"KS, Ellsworth",20053,Ellsworth,Kansas,03-24-2023,WOAH Non-Poultry,50,0,1,1
"NE, Butler",31023,Butler,Nebraska,03-24-2022,Commercial Broiler Production,988500,0,2,1
"NY, Tompkins",36109,Tompkins,New York,03-22-2023,WOAH Poultry,6500,0,1,1
"TX, Hale",48189,Hale,Texas,03-22-2023,WOAH Non-Poultry,20,0,1,1
"OR, Klamath",41035,Klamath,Oregon,03-22-2023,WOAH Non-Poultry,50,0,3,1
"PA, Franklin",42055,Franklin,Pennsylvania,03-21-2025,Commercial Turkey Meat Bird,13400,0,1,1
"NY, Washington",36115,Washington,New York,03-21-2023,WOAH Non-Poultry,50,0,1,1
"NJ, Atlantic",34001,Atlantic,New Jersey,03-20-2025,WOAH Poultry,100,0,1,1
"IL, Crawford",17033,Crawford,Illinois,03-20-2025,Commercial Turkey Meat Bird,18300,0,1,1
"KS, Reno",20155,Reno,Kansas,03-20-2025,WOAH Non-Poultry,50,0,1,1
"NY, Onondaga",36067,Onondaga,New York,03-20-2025,Live Bird Market; WOAH Non-Poultry,480,0,2,1
"NM, Valencia",35061,Valencia,New Mexico,03-20-2025,WOAH Non-Poultry,80,0,1,1
"TX, Deaf Smith",48117,Deaf Smith,Texas,03-20-2024,WOAH Non-Poultry,50,0,1,1
"IA, Warren",19181,Warren,Iowa,03-20-2022,WOAH Non-Poultry,10,0,1,1
"IL, Bond",17005,Bond,Illinois,03-19-2025,WOAH Non-Poultry,8,0,1,1
"ME, York",23031,York,Maine,03-19-2022,WOAH Non-Poultry,310,0,3,1
"IN, Adams",18001,Adams,Indiana,03-18-2025,Commercial Duck Breeder; Commercial Turkey Meat Bird,26500,0,3,1
"IN, Jay",18075,Jay,Indiana,03-18-2025,Commercial Table Egg Pullets; Commercial Table Egg Layer; Commercial Turkey Meat Bird,5546300,0,10,1
"KS, Butler",20015,Butler,Kansas,03-18-2025,WOAH Non-Poultry,70,0,1,1
"MD, Cecil",24015,Cecil,Maryland,03-18-2022,Commercial Table Egg Pullets; Commercial Table Egg Layer,1622800,0,3,1
"KS, Dickinson",20041,Dickinson,Kansas,03-18-2022,WOAH Poultry,250,0,1,1
"OK, Woodward",40153,Woodward,Oklahoma,03-17-2025,WOAH Non-Poultry,110,0,1,1
"MS, Monroe",28095,Monroe,Mississippi,03-16-2023,WOAH Non-Poultry,30,0,1,1
"MO, Maries",29125,Maries,Missouri,03-16-2023,WOAH Non-Poultry,10,0,1,1
"PA, Chester",42029,Chester,Pennsylvania,03-16-2023,Commercial Turkey Meat Bird; WOAH Poultry,27300,0,4,1
"NH, Rockingham",33015,Rockingham,New Hampshire,03-16-2022,WOAH Non-Poultry,150,0,1,1
"PA, Mifflin",42087,Mifflin,Pennsylvania,03-15-2023,WOAH Non-Poultry,60,0,1,1
"IA, Chickasaw",19037,Chickasaw,Iowa,03-15-2023,WOAH Non-Poultry,50,0,1,1
"MO, Ralls",29173,Ralls,Missouri,03-15-2022,WOAH Non-Poultry,100,0,1,1
"NE, Merrick",31121,Merrick,Nebraska,03-15-2022,WOAH Non-Poultry,90,0,1,1
"MI, Eaton",26045,Eaton,Michigan,03-14-2023,WOAH Non-Poultry,20,0,1,1
"NJ, Salem",34033,Salem,New Jersey,03-13-2025,WOAH Non-Poultry,5,0,1,1
"NJ, Hudson",34017,Hudson,New Jersey,03-12-2025,Live Bird Market,1130,0,2,1
"PA, Philadelphia",42101,Philadelphia,Pennsylvania,03-12-2025,Live Bird Market,1520,0,2,1
"MS, Noxubee",28103,Noxubee,Mississippi,03-12-2025,Commercial Broiler Breeder,47700,0,1,1
"NJ, Mercer",34021,Mercer,New Jersey,03-12-2025,Live Bird Market,370,0,1,1
"NE, Dawson",31047,Dawson,Nebraska,03-11-2025,WOAH Non-Poultry,20,0,1,1
"NY, Rensselaer",36083,Rensselaer,New York,03-11-2025,WOAH Non-Poultry,50,0,1,1
"TX, Moore",48341,Moore,Texas,03-11-2024,WOAH Non-Poultry,280,0,1,1
"IL, Mclean",17113,Mclean,Illinois,03-11-2022,WOAH Non-Poultry,40,0,1,1
"KS, Franklin",20059,Franklin,Kansas,03-11-2022,WOAH Poultry,260,0,1,1
"IN, Montgomery",18107,Montgomery,Indiana,03-10-2025,WOAH Non-Poultry,20,0,1,1
"MD, Queen Annes",24035,Queen Anne's,Maryland,03-08-2022,Commercial Broiler Production,286200,0,2,1
"DE, New Castle",10003,New Castle,Delaware,03-08-2022,Commercial Table Egg Pullets; Commercial Table Egg Layer,1290800,0,2,1
"NY, Richmond",36085,Richmond,New York,03-07-2025,Live Bird Market,450,0,1,1
"NY, Bronx",36005,Bronx,New York,03-07-2025,Live Bird Market,1100,0,3,1
"KS, Russell",20167,Russell,Kansas,03-07-2025,WOAH Non-Poultry,20,0,1,1
"MA, Essex",25009,Essex,Massachusetts,03-07-2024,WOAH Poultry; WOAH Non-Poultry,90,0,2,1
"VA, Rockingham",51165,Rockingham,Virginia,03-07-2023,WOAH Non-Poultry; Commercial Turkey Meat Bird,36650,0,3,1
"OH, Mercer",39107,Mercer,Ohio,03-06-2025,Commercial Turkey Meat Bird; Commercial Table Egg Layer; WOAH Poultry; Commercial Table Egg Pullets; Commercial Duck Meat Bird,6121700,0,47,1
"MI, Monroe",26115,Monroe,Michigan,03-06-2025,WOAH Non-Poultry,80,0,3,1
"ID, Bingham",16011,Bingham,Idaho,03-06-2023,WOAH Non-Poultry,10,0,1,1
"PA, Bucks",42017,Bucks,Pennsylvania,03-06-2023,WOAH Poultry,1700,0,1,1
"OR, Multnomah",41051,Multnomah,Oregon,03-04-2025,WOAH Non-Poultry,40,0,1,1
"IL, Will",17197,Will,Illinois,03-04-2025,WOAH Non-Poultry,50,0,1,1
"MO, Stoddard",29207,Stoddard,Missouri,03-04-2022,Commercial Broiler Production,294800,0,1,1
"NV, Douglas",32005,Douglas,Nevada,03-03-2023,WOAH Non-Poultry,20,0,1,1
"IN, Dubois",18037,Dubois,Indiana,03-02-2022,Commercial Turkey Meat Bird,108100,0,4,1
"IA, Pottawattamie",19155,Pottawattamie,Iowa,03-01-2022,WOAH Non-Poultry,40,0,1,1
"CT, New London",09011,New London,Connecticut,03-01-2022,WOAH Non-Poultry,200,0,3,1
"WY, Hot Springs",56017,Hot Springs,Wyoming,02-28-2025,WOAH Non-Poultry,10,0,1,1
"NC, Dare",37055,Dare,North Carolina,02-28-2025,WOAH Non-Poultry,20,0,1,1
"FL, Collier",12021,Collier,Florida,02-27-2025,WOAH Non-Poultry,30,0,1,1
"MN, Stevens",27149,Stevens,Minnesota,02-27-2024,WOAH Non-Poultry,20,0,1,1
"OH, Mahoning",39099,Mahoning,Ohio,02-27-2024,WOAH Non-Poultry,140,0,1,1
"MA, Dukes",25007,Dukes,Massachusetts,02-26-2025,WOAH Non-Poultry,50,0,1,1
"NY, Westchester",36119,Westchester,New York,02-26-2025,WOAH Non-Poultry,100,0,1,1
"IN, Union",18161,Union,Indiana,02-25-2025,WOAH Non-Poultry,40,0,1,1
"IN, Jasper",18073,Jasper,Indiana,02-25-2025,WOAH Non-Poultry,90,0,1,1
"IN, La Grange",18087,Lagrange,Indiana,02-25-2025,Commercial Duck Breeder,3800,0,1,1
"IL, Wayne",17191,Wayne,Illinois,02-24-2023,Commercial Turkey Meat Bird,18200,0,1,1
"NY, Ulster",36111,Ulster,New York,02-24-2022,WOAH Non-Poultry,130,0,2,1
"MO, Dallas",29059,Dallas,Missouri,02-23-2024,WOAH Poultry; Commercial Turkey Meat Bird,92100,0,4,1
"VA, Alexandria City",51510,Alexandria City,Virginia,02-23-2023,Live Bird Market,800,0,1,1
"IN, Greene",18055,Greene,Indiana,02-23-2022,Commercial Turkey Meat Bird,63600,0,2,1
"MI, Kalamazoo",26077,Kalamazoo,Michigan,02-23-2022,WOAH Non-Poultry,30,0,1,1
"MD, Charles",24017,Charles,Maryland,02-22-2024,WOAH Non-Poultry,30,0,1,1
"IN, Washington",18175,Washington,Indiana,02-21-2025,Commercial Turkey Meat Bird,33500,0,2,1
"NE, Lincoln",31111,Lincoln,Nebraska,02-21-2023,WOAH Poultry,420,0,1,1
"PA, Butler",42019,Butler,Pennsylvania,02-20-2025,WOAH Non-Poultry,610,0,1,1
"PA, Luzerne",42079,Luzerne,Pennsylvania,02-20-2025,WOAH Non-Poultry,90,0,1,1
"NC, Duplin",37061,Duplin,North Carolina,02-20-2024,Commercial Turkey Meat Bird,20900,0,1,1
"AZ, Graham",04009,Graham,Arizona,02-19-2025,WOAH Non-Poultry,280,0,1,1
"OH, Stark",39151,Stark,Ohio,02-18-2025,WOAH Non-Poultry,30,0,1,1
"NV, Churchill",32001,Churchill,Nevada,02-18-2025,WOAH Non-Poultry,20,0,1,1
"PA, Tioga",42117,Tioga,Pennsylvania,02-17-2023,WOAH Non-Poultry,50,0,1,1
"WV, Kanawha",54039,Kanawha,West Virginia,02-16-2024,WOAH Non-Poultry,250,1,1,1
"NY, Columbia",36021,Columbia,New York,02-15-2023,WOAH Poultry,250,0,1,1
"KY, Webster",21233,Webster,Kentucky,02-15-2022,Commercial Turkey Meat Bird,53300,0,1,1
"IN, Randolph",18135,Randolph,Indiana,02-14-2025,WOAH Non-Poultry,70,0,1,1
"NE, Saunders",31155,Saunders,Nebraska,02-14-2025,WOAH Non-Poultry,50,0,1,1
"WA, Benton",53005,Benton,Washington,02-14-2023,WOAH Non-Poultry,60,0,1,1
"DE, Sussex",10005,Sussex,Delaware,02-13-2025,WOAH Non-Poultry,30,0,1,1
"OH, Auglaize",39011,Auglaize,Ohio,02-13-2025,Commercial Table Egg Layer; Commercial Turkey Meat Bird,221600,0,2,1
"MO, Carroll",29033,Carroll,Missouri,02-13-2023,WOAH Non-Poultry,9,0,1,1
"WY, Platte",56031,Platte,Wyoming,02-12-2025,WOAH Non-Poultry,0,0,1,1
"PA, Schuylkill",42107,Schuylkill,Pennsylvania,02-12-2024,WOAH Non-Poultry,30,0,1,1
"VA, Fauquier",51061,Fauquier,Virginia,02-12-2022,WOAH Non-Poultry,90,0,1,1
"KY, Fulton",21075,Fulton,Kentucky,02-12-2022,Commercial Broiler Production,231400,0,1,1
"NY, Madison",36053,Madison,New York,02-11-2025,WOAH Non-Poultry,20,0,1,1
"PA, Cumberland",42041,Cumberland,Pennsylvania,02-11-2025,Commercial Duck Meat Bird; Commercial Broiler Production,46400,0,2,1
"WA, Mason",53045,Mason,Washington,02-10-2025,WOAH Non-Poultry,7,0,1,1
"NC, Lenoir",37107,Lenoir,North Carolina,02-09-2024,Commercial Turkey Meat Bird,32400,0,1,1
"CO, Delta",08029,Delta,Colorado,02-08-2024,Commercial Broiler Breeder,66500,0,1,1
"ID, Owyhee",16073,Owyhee,Idaho,02-08-2024,WOAH Non-Poultry,39,0,2,1
"PA, Lebanon",42075,Lebanon,Pennsylvania,02-07-2025,Commercial Broiler Production; Commercial Table Egg Layer,137600,0,2,1
"LA, Calcasieu Parish",22019,Calcasieu,Louisiana,02-07-2025,WOAH Non-Poultry,10,0,1,1
"MS, Leake",28079,Leake,Mississippi,02-07-2023,Commercial Broiler Production,89800,0,1,1
"MO, Newton",29145,Newton,Missouri,02-06-2025,Commercial Broiler Production; Commercial Turkey Meat Bird; Commercial Table Egg Layer,4045900,0,9,1
"NE, Gage",31067,Gage,Nebraska,02-06-2024,Commercial Broiler Production,102000,0,1,1
"PA, Wayne",42127,Wayne,Pennsylvania,02-06-2024,WOAH Non-Poultry,360,0,1,1
"ME, Kennebec",23011,Kennebec,Maine,02-06-2023,WOAH Non-Poultry,80,0,2,1
"ME, Hancock",23009,Hancock,Maine,02-06-2023,WOAH Non-Poultry,70,0,2,1
"CA, Placer",06061,Placer,California,02-06-2023,WOAH Non-Poultry,50,0,2,1
"MI, Alpena",26007,Alpena,Michigan,02-04-2025,WOAH Non-Poultry,8,0,1,1
"KS, Harvey",20079,Harvey,Kansas,02-04-2025,WOAH Non-Poultry,50,0,1,1
"MD, Worcester",24047,Worcester,Maryland,02-04-2025,Commercial Broiler Production,168300,0,1,1
"MO, Mcdonald",29119,Mcdonald,Missouri,01-31-2025,Commercial Broiler Production; Commercial Turkey Meat Bird; Commercial Broiler Breeder; Primary Broiler Breeder Pedigree Farm,162050,0,4,1
"MO, Barry",29009,Barry,Missouri,01-31-2025,Commercial Turkey Meat Bird,34000,0,1,1
"NE, Nance",31125,Nance,Nebraska,01-30-2025,WOAH Non-Poultry,70,0,1,1
"OH, Van Wert",39161,Van Wert,Ohio,01-30-2025,Commercial Turkey Meat Bird,21400,0,1,1
"CA, San Mateo",06081,San Mateo,California,01-29-2025,WOAH Non-Poultry,4,0,1,1
"NC, Sampson",37163,Sampson,North Carolina,01-28-2025,Commercial Turkey Breeder Hens; Commercial Turkey Breeder Replacement Hens,26000,0,2,1
"IN, Jackson",18071,Jackson,Indiana,01-28-2025,Commercial Table Egg Layer,2633900,0,1,1
"IN, Shelby",18145,Shelby,Indiana,01-28-2025,WOAH Non-Poultry,60,0,1,1
"NE, Kearney",31099,Kearney,Nebraska,01-27-2025,WOAH Non-Poultry,90,0,1,1
"FL, De Soto",12027,De Soto,Florida,01-26-2024,WOAH Non-Poultry,660,0,1,1
"RI, Washington",44009,Washington,Rhode Island,01-24-2025,WOAH Non-Poultry,50,0,1,1
"MA, Plymouth",25023,Plymouth,Massachusetts,01-24-2025,WOAH Non-Poultry,30,0,1,1
"VT, Windsor",50027,Windsor,Vermont,01-24-2025,WOAH Non-Poultry,20,0,1,1
"AR, Cleveland",05025,Cleveland,Arkansas,01-24-2025,Commercial Broiler Breeder; Commercial Broiler Production,126400,0,2,1
"CA, Yolo",06113,Yolo,California,01-23-2025,WOAH Non-Poultry,6,0,1,1
"NH, Belknap",33001,Belknap,New Hampshire,01-23-2023,WOAH Non-Poultry,40,0,1,1
"MD, Dorchester",24019,Dorchester,Maryland,01-22-2025,Commercial Broiler Production,144000,0,1,1
"IL, Cook",17031,Cook,Illinois,01-22-2025,WOAH Poultry,500,0,1,1
"SC, Orangeburg",45075,Orangeburg,South Carolina,01-22-2024,WOAH Non-Poultry,40,0,1,1
"VA, Accomack",51001,Accomack,Virginia,01-21-2025,Commercial Broiler Production,441000,0,1,1
"GA, Elbert",13105,Elbert,Georgia,01-21-2025,Commercial Broiler Production; Commercial Broiler Breeder,175900,0,2,1
"TX, Lampasas",48281,Lampasas,Texas,01-18-2023,WOAH Poultry,70,0,1,1
"OH, Licking",39089,Licking,Ohio,01-18-2023,WOAH Non-Poultry,30,0,1,1
"SC, Horry",45051,Horry,South Carolina,01-17-2024,WOAH Non-Poultry,190,0,1,1
"MI, Wayne",26163,Wayne,Michigan,01-16-2025,WOAH Non-Poultry,120,0,1,1
"TN, Greene",47059,Greene,Tennessee,01-16-2025,WOAH Non-Poultry,30,0,1,1
"MA, Barnstable",25001,Barnstable,Massachusetts,01-16-2024,WOAH Non-Poultry,150,0,1,1
"PR, Culebra",72049,Culebra,Puerto Rico,01-13-2025,WOAH Poultry,380,1,1,1
"CA, Tehama",06103,Tehama,California,01-12-2023,WOAH Poultry,23700,0,1,1
"MN, Sherburne",27141,Sherburne,Minnesota,01-10-2024,WOAH Non-Poultry,10,0,1,1
"TX, Brazoria",48039,Brazoria,Texas,01-09-2025,WOAH Non-Poultry,90,0,1,1
"TX, Burnet",48053,Burnet,Texas,01-09-2025,WOAH Non-Poultry,10,0,1,1
"GA, Clayton",13063,Clayton,Georgia,01-09-2025,WOAH Non-Poultry,10,0,1,1
"MO, Perry",29157,Perry,Missouri,01-08-2025,WOAH Non-Poultry,20,0,1,1
"NC, Hyde",37095,Hyde,North Carolina,01-07-2025,Commercial Table Egg Layer,3314900,0,1,1
"FL, Palm Beach",12099,Palm Beach,Florida,01-07-2025,WOAH Non-Poultry,4,0,1,1
"IA, Clinton",19045,Clinton,Iowa,01-07-2025,WOAH Non-Poultry,40,0,1,1
"WI, Washburn",55129,Washburn,Wisconsin,01-05-2024,Commercial Turkey Meat Bird,41000,0,1,1
"OR, Josephine",41033,Josephine,Oregon,01-04-2023,WOAH Non-Poultry,30,0,1,1
"MO, Johnson",29101,Johnson,Missouri,01-04-2023,WOAH Non-Poultry,30,0,1,1
"AR, Sharp",05135,Sharp,Arkansas,01-03-2025,WOAH Non-Poultry,20,0,1,1
"WV, Pocahontas",54075,Pocahontas,West Virginia,01-03-2025,WOAH Poultry,9,0,1,1
